numeroControlePNCP,_etl_timestamp,dataPublicacaoPncp,dataVigenciaFim,dataVigenciaInicio,objetoContrato,valorGlobal,valorInicial,orgao_cnpj,orgao_nome
82827353000124-2-000552/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:44:41,2026-06-06T00:00:00,2026-05-22T00:00:00,PRODUTOS DE HIGIENE E USO PESSOAL - LEI 14.133/2021,288.72,288.72,82827353000124,MUNICIPIO DE SALTO VELOSO
83102244000102-2-000380/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:45:56,2026-06-21T00:00:00,2026-05-19T00:00:00,COMPUTADORES - LEI 14.133/2021,34788.0,34788.0,83102244000102,MUNICIPIO DE GASPAR
82804212000196-2-000456/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:46:02,2026-06-06T00:00:00,2026-05-22T00:00:00,"MATERIAIS PARA FISIOTERAPIA, PRÁTICAS INTEGRATIVAS E COMPLEMENTARES EM SAÚDE E CORRELATOS - LEI 14.133/2021",816.48,816.48,82804212000196,MUNICIPIO DE AGUAS DE CHAPECO
82892357000196-2-000230/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:44:42,2026-06-21T00:00:00,2026-05-19T00:00:00,COMPUTADORES - LEI 14.133/2021,3519.0,3519.0,82892357000196,MUNICIPIO DE RANCHO QUEIMADO
83102228000110-2-000607/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:46:13,2026-06-06T00:00:00,2026-05-21T00:00:00,PRODUTOS SANEANTES - LEI 14.133/2021,116.8,116.8,83102228000110,MUNICIPIO DE ARAQUARI
82928706000182-2-000227/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:46:14,2026-06-06T00:00:00,2026-05-21T00:00:00,"MATERIAIS DE EXPEDIENTE, ESCOLAR E DE ARTESANATO - LEI 14.133/2021",586.5,586.5,82928706000182,MUNICIPIO DE LAGUNA
83102228000110-2-000608/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:46:15,2026-06-06T00:00:00,2026-05-21T00:00:00,PRODUTOS SANEANTES - LEI 14.133/2021,112.0,112.0,83102228000110,MUNICIPIO DE ARAQUARI
95993093000109-2-000172/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:46:15,2026-06-21T00:00:00,2026-05-22T00:00:00,APARELHOS DE AR-CONDICIONADO E CORRELATOS - LEI 14.133/2021,3700.34,3700.34,95993093000109,MUNICIPIO DE CORONEL MARTINS
82930181000110-2-000704/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:46:16,2026-06-21T00:00:00,2026-05-22T00:00:00,CELULARES E SMARTPHONES - LEI 14.133/2021,2592.56,2592.56,82930181000110,MUNICIPIO DE URUSSANGA
82924390000150-2-000300/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:46:18,2026-06-06T00:00:00,2026-05-21T00:00:00,MATERIAIS AMBULATORIAIS E INSUMOS HOSPITALARES - LEI 14.133/2021,200.4,200.4,82924390000150,MUNICIPIO DE LEOBERTO LEAL
01612528000184-2-000216/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:46:20,2026-06-21T00:00:00,2026-05-18T00:00:00,COMPUTADORES - LEI 14.133/2021,3519.0,3519.0,01612528000184,MUNICIPIO DE BANDEIRANTE
83102533000101-2-000182/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:46:26,2026-06-21T00:00:00,2026-05-22T00:00:00,EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL E COLETIVA - LEI 14.133/2021,218.7,218.7,83102533000101,MUNICIPIO DE PAPANDUVA
83021873000108-2-000417/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:46:28,2026-06-06T00:00:00,2026-05-22T00:00:00,"MATERIAIS DE EXPEDIENTE, ESCOLAR E DE ARTESANATO - LEI 14.133/2021",187.75,187.75,83021873000108,MUNICIPIO DE SAO LOURENCO D'OESTE
82892282000143-2-000113/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:46:59,2026-09-19T00:00:00,2026-05-22T00:00:00,"VEÍCULOS NOVOS, ZERO KM - LEI 14.133/2021",2269746.0,2269746.0,82892282000143,MUNICIPIO DE FLORIANOPOLIS
82926551000145-2-001183/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:46:32,2026-06-21T00:00:00,2026-05-21T00:00:00,CADEIRAS PARA ESCRITÓRIO E LONGARINAS - LEI 14.133/2021 (RENOVADO),2104.0,2104.0,82926551000145,MUNICIPIO DE BRACO DO NORTE
95780615000194-2-000063/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:47:45,2026-06-21T00:00:00,2026-05-22T00:00:00,CELULARES E SMARTPHONES - LEI 14.133/2021,2592.56,2592.56,95780615000194,CAPIVARI DE BAIXO CAMARA MUNICIPAL
11433441000101-2-000236/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:47:46,2026-06-21T00:00:00,2026-05-21T00:00:00,APARELHOS DE AR-CONDICIONADO E CORRELATOS - LEI 14.133/2021,1586.59,1586.59,11433441000101,FUNDO MUNICIPAL DE SAUDE
11433441000101-2-000237/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:47:47,2026-06-21T00:00:00,2026-05-21T00:00:00,APARELHOS DE AR-CONDICIONADO E CORRELATOS - LEI 14.133/2021,1586.59,1586.59,11433441000101,FUNDO MUNICIPAL DE SAUDE
83102723000129-2-000507/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:47:48,2026-06-06T00:00:00,2026-05-22T00:00:00,"MATERIAIS DE EXPEDIENTE, ESCOLAR E DE ARTESANATO - LEI 14.133/2021",225.4,225.4,83102723000129,MUNICIPIO DE SALETE
79372520000185-2-000556/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:47:49,2026-06-21T00:00:00,2026-05-22T00:00:00,APARELHOS DE AR-CONDICIONADO E CORRELATOS - LEI 14.133/2021,1850.17,1850.17,79372520000185,MUNICIPIO DE VITOR MEIRELES
01614376000159-2-000439/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:48:08,2026-06-06T00:00:00,2026-05-21T00:00:00,"MEDICAMENTOS, SUPLEMENTOS ALIMENTARES E CORRELATOS - LEI 14.133/2021",1094.4,1094.4,01614376000159,MUNICIPIO DE PAIAL
01850671000104-2-000097/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:48:34,2026-06-21T00:00:00,2026-05-22T00:00:00,UTENSÍLIOS DE COZINHA - LEI 14.133/2021,111.02,111.02,01850671000104,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CAMPOS NOVOS SC
82836818000103-2-000253/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:48:24,2026-06-06T00:00:00,2026-05-22T00:00:00,"MATERIAIS DE EXPEDIENTE, ESCOLAR E DE ARTESANATO - LEI 14.133/2021",138.41,138.41,82836818000103,MUNICIPIO DE SAO MARTINHO
83028415000109-2-001001/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:48:02,2026-06-06T00:00:00,2026-05-22T00:00:00,"MATERIAIS DE EXPEDIENTE, ESCOLAR E DE ARTESANATO - LEI 14.133/2021",152.16,152.16,83028415000109,MUNICIPIO DE MONDAI
83169623000110-2-001059/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:48:40,2026-06-21T00:00:00,2026-05-20T00:00:00,MATERIAIS ESPORTIVOS - LEI 14.133/2021,207.0,207.0,83169623000110,MUNICIPIO DE JOINVILLE
01850671000104-2-000098/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:48:51,2026-06-06T00:00:00,2026-05-22T00:00:00,AÇÚCARES E ADOÇANTES - LEI 14.133/2021 (RENOVADO),209.9,209.9,01850671000104,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CAMPOS NOVOS SC
82939463000188-2-000148/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:48:57,2026-06-06T00:00:00,2026-05-22T00:00:00,"MATERIAIS DE EXPEDIENTE, ESCOLAR E DE ARTESANATO - LEI 14.133/2021",177.78,177.78,82939463000188,MUNICIPIO DE JABORA
82804212000196-2-000457/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:49:03,2026-06-06T00:00:00,2026-05-22T00:00:00,"MEDICAMENTOS, SUPLEMENTOS ALIMENTARES E CORRELATOS - LEI 14.133/2021",187.96,187.96,82804212000196,MUNICIPIO DE AGUAS DE CHAPECO
83024505000113-2-000788/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:49:04,2026-06-06T00:00:00,2026-05-22T00:00:00,MATERIAIS PARA HIGIENIZAÇÃO E LIMPEZA - LEI 14.133/2021,4051.0,4051.0,83024505000113,MUNICIPIO DE SEARA
83108357000115-2-000799/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:49:05,2026-06-06T00:00:00,2026-05-21T00:00:00,MATERIAIS DESCARTÁVEIS - LEI 14.133/2021,13206.0,13206.0,83108357000115,MUNICIPIO DE BLUMENAU
83009894000108-2-000325/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:49:11,2026-06-06T00:00:00,2026-05-22T00:00:00,ÁLCOOL EM GEL E LÍQUIDO  - LEI 14.133/2021,2127.0,2127.0,83009894000108,MUNICIPIO DE SAO DOMINGOS
01824828000127-2-000064/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:51:36,2026-06-21T00:00:00,2026-05-19T00:00:00,COMPUTADORES - LEI 14.133/2021,7038.0,7038.0,01824828000127,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE LAGUNA
82926551000145-2-001184/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:51:36,2026-06-06T00:00:00,2026-05-19T00:00:00,MATERIAIS PARA HIGIENIZAÇÃO E LIMPEZA - LEI 14.133/2021,739.6,739.6,82926551000145,MUNICIPIO DE BRACO DO NORTE
83497560000120-2-000019/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:51:38,2026-06-06T00:00:00,2026-05-22T00:00:00,"MATERIAIS DE EXPEDIENTE, ESCOLAR E DE ARTESANATO - LEI 14.133/2021",134.23,134.23,83497560000120,INDAIAL CAMARA DE VEREADORES
95778056000188-2-000459/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:51:38,2026-06-06T00:00:00,2026-05-22T00:00:00,FÓRMULAS E SUPLEMENTOS ALIMENTARES - LEI 14.133/2021,3980.0,3980.0,95778056000188,MUNICIPIO DE COCAL DO SUL
83102459000123-2-001633/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:51:49,2026-06-06T00:00:00,2026-05-22T00:00:00,ÁLCOOL EM GEL E LÍQUIDO  - LEI 14.133/2021,191.52,191.52,83102459000123,MUNICIPIO DE JARAGUA DO SUL
83102475000116-2-000297/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:52:52,2026-06-21T00:00:00,2026-05-22T00:00:00,EQUIPAMENTOS DE REDE DE DADOS E CORRELATOS - LEI 14.133/2021 (RENOVADO),2932.0,2932.0,83102475000116,MUNICIPIO DE GUARAMIRIM
83102731000175-2-000679/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:53:18,2026-06-21T00:00:00,2026-05-22T00:00:00,EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL E COLETIVA - LEI 14.133/2021,942.5,942.5,83102731000175,MUNICIPIO DE TROMBUDO CENTRAL
12334083000134-2-000418/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:53:19,2026-06-06T00:00:00,2026-05-22T00:00:00,"MEDICAMENTOS, SUPLEMENTOS ALIMENTARES E CORRELATOS - LEI 14.133/2021",866.82,866.82,12334083000134,FUNDO MUNICIPAL DE SAUDE DE SAO MARTINHO
82939406000107-2-000666/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:53:25,2026-06-21T00:00:00,2026-05-21T00:00:00,PNEUS E CORRELATOS - LEI 14.133/2021,619.98,619.98,82939406000107,MUNICIPIO DE CAPINZAL
01606852000190-2-000231/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:55:48,2026-06-06T00:00:00,2026-05-22T00:00:00,"MATERIAIS DE EXPEDIENTE, ESCOLAR E DE ARTESANATO - LEI 14.133/2021",106.0,106.0,01606852000190,MUNICIPIO DE BOCAINA DO SUL
01612836000100-2-000351/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:55:55,2026-06-21T00:00:00,2026-05-19T00:00:00,COMPUTADORES - LEI 14.133/2021,2899.0,2899.0,01612836000100,MUNICIPIO DE PRINCESA
83102533000101-2-000183/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:53:31,2026-06-21T00:00:00,2026-05-21T00:00:00,ELETRODOMÉSTICOS E CORRELATOS - LEI 14.133/2021,239.0,239.0,83102533000101,MUNICIPIO DE PAPANDUVA
82924390000150-2-000301/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:55:56,2026-06-21T00:00:00,2026-05-19T00:00:00,COMPUTADORES - LEI 14.133/2021,3519.0,3519.0,82924390000150,MUNICIPIO DE LEOBERTO LEAL
82892324000146-2-000322/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:55:57,2026-06-21T00:00:00,2026-05-22T00:00:00,ELETRODOMÉSTICOS E CORRELATOS - LEI 14.133/2021,170.97,170.97,82892324000146,MUNICIPIO DE SANTO AMARO DA IMPERATRIZ
82939448000130-2-000205/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:55:57,2026-09-19T00:00:00,2026-05-21T00:00:00,"VEÍCULOS NOVOS, ZERO KM - LEI 14.133/2021",101000.0,101000.0,82939448000130,MUNICIPIO DE IBICARE
08857731000160-2-000317/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:56:02,2026-09-19T00:00:00,2026-05-22T00:00:00,"VEÍCULOS NOVOS, ZERO KM - LEI 14.133/2021",126097.0,126097.0,08857731000160,FUNDO MUNICIPAL DE SAUDE DE GOV CELSO RAMOS
17243084000197-2-000161/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:56:04,2026-06-21T00:00:00,2026-05-22T00:00:00,MÓVEIS PARA ESCRITÓRIO - LEI 14.133/2021,1454.0,1454.0,17243084000197,MUNICIPIO DE BALNEARIO RINCAO
75326066000175-2-000494/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:56:06,2026-06-06T00:00:00,2026-05-22T00:00:00,"MEDICAMENTOS, SUPLEMENTOS ALIMENTARES E CORRELATOS - LEI 14.133/2021",3265.4516,3265.4516,75326066000175,MUNICIPIO DE OTACILIO COSTA
83021832000111-2-000263/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:56:12,2026-06-21T00:00:00,2026-05-22T00:00:00,EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL E COLETIVA - LEI 14.133/2021,246.0,246.0,83021832000111,MUNICIPIO DE MODELO
82804212000196-2-000458/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:56:10,2026-06-06T00:00:00,2026-05-22T00:00:00,MATERIAIS AMBULATORIAIS E INSUMOS HOSPITALARES - LEI 14.133/2021,105.0,105.0,82804212000196,MUNICIPIO DE AGUAS DE CHAPECO
78497492000160-2-000353/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:56:14,2026-06-21T00:00:00,2026-05-22T00:00:00,PNEUS E CORRELATOS - LEI 14.133/2021,3911.68,3911.68,78497492000160,MUNICIPIO DE TIMBO GRANDE
01606852000190-2-000232/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:56:56,2026-06-06T00:00:00,2026-05-22T00:00:00,FÓRMULAS E SUPLEMENTOS ALIMENTARES - LEI 14.133/2021,418.8,418.8,01606852000190,MUNICIPIO DE BOCAINA DO SUL
11355483000163-2-000417/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:57:36,2026-06-21T00:00:00,2026-05-19T00:00:00,COMPUTADORES - LEI 14.133/2021,10557.0,10557.0,11355483000163,FUNDO MUNICIPAL DE SAUDE DE INDAIAL
74097114000138-2-000025/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:57:34,2026-06-06T00:00:00,2026-05-22T00:00:00,"MATERIAIS DE EXPEDIENTE, ESCOLAR E DE ARTESANATO - LEI 14.133/2021",103.74,103.74,74097114000138,FUNDACAO CULTURAL CAMPONOVENSE
11355483000163-2-000416/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:57:35,2026-06-21T00:00:00,2026-05-22T00:00:00,CADEIRAS PARA ESCRITÓRIO E LONGARINAS - LEI 14.133/2021 (RENOVADO),7060.0,7060.0,11355483000163,FUNDO MUNICIPAL DE SAUDE DE INDAIAL
83102228000110-2-000609/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:57:37,2026-06-21T00:00:00,2026-05-22T00:00:00,ELETRODOMÉSTICOS E CORRELATOS - LEI 14.133/2021,113.98,113.98,83102228000110,MUNICIPIO DE ARAQUARI
82821174000180-2-000794/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:58:55,2026-06-06T00:00:00,2026-05-22T00:00:00,PAPÉIS PARA HIGIENE PESSOAL E USO DOMÉSTICO - LEI 14.133/2021,1111.2,1111.2,82821174000180,MUNICIPIO DE SAO MIGUEL D'OESTE
83009902000116-2-000117/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:57:37,2026-06-21T00:00:00,2026-05-22T00:00:00,APARELHOS DE AR-CONDICIONADO E CORRELATOS - LEI 14.133/2021,3518.9,3518.9,83009902000116,MUNICIPIO DE GALVAO
78497492000160-2-000354/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:58:17,2026-06-21T00:00:00,2026-05-22T00:00:00,PNEUS E CORRELATOS - LEI 14.133/2021,17820.0,17820.0,78497492000160,MUNICIPIO DE TIMBO GRANDE
83102533000101-2-000184/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:58:57,2026-06-06T00:00:00,2026-05-21T00:00:00,PRODUTOS SANEANTES - LEI 14.133/2021,1259.52,1259.52,83102533000101,MUNICIPIO DE PAPANDUVA
82926551000145-2-001185/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:58:56,2026-06-21T00:00:00,2026-05-19T00:00:00,MONITORES - LEI 14.133/2021,339.99,339.99,82926551000145,MUNICIPIO DE BRACO DO NORTE
08858200000191-2-000627/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T03:58:58,2026-06-06T00:00:00,2026-05-21T00:00:00,MATERIAIS AMBULATORIAIS E INSUMOS HOSPITALARES - LEI 14.133/2021,238.5,238.5,08858200000191,FUNDO MUNICIPAL DE SAUDE
95780458000117-2-000675/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T04:00:23,2026-06-06T00:00:00,2026-05-20T00:00:00,MATERIAIS PARA HIGIENIZAÇÃO E LIMPEZA - LEI 14.133/2021,135.2,135.2,95780458000117,MUNICIPIO DE SANGAO
87612982000150-2-000033/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T04:02:11,2026-08-16T00:00:00,2026-05-18T00:00:00,Fornecimento e Instalação de reservatório de fibra 10.000L completo com torre metálica e construção de fundações em concreto armado - Rincão dos Mendes -Roque Gonzales/RS,43000.0,43000.0,87612982000150,MUNICIPIO DE ROQUE GONZALES
87612982000150-2-000034/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T04:02:13,2026-07-03T00:00:00,2026-05-18T00:00:00,Edital de pregão eletrônico para aquisição de equipamentos e máquinas agrícolas. Indicação de emenda 202430770001 - Transferência Especial - Ministério da Economia. Plano de Ação 09032024-072062.,10300.0,10300.0,87612982000150,MUNICIPIO DE ROQUE GONZALES
87612982000150-2-000035/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T04:02:18,2026-07-03T00:00:00,2026-05-19T00:00:00,Edital de pregão eletrônico para aquisição de equipamentos e máquinas agrícolas. Indicação de emenda 202430770001 - Transferência Especial - Ministério da Economia. Plano de Ação 09032024-072062.,31950.0,31950.0,87612982000150,MUNICIPIO DE ROQUE GONZALES
87612982000150-2-000031/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T04:02:01,2026-07-12T00:00:00,2026-05-13T00:00:00,"Contratação Serviços Geológicos ( geólogo, engenheiro geólogo ou engenheiro de minas) para confecção do processo de Outorga.- Teste de vazão padrão outorga SIOUT.-Coleta de água e encaminhamento para análise físico-química e microbiológica padrão outorga.-",7400.0,7400.0,87612982000150,MUNICIPIO DE ROQUE GONZALES
87612982000150-2-000032/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T04:02:04,2027-05-25T00:00:00,2026-05-25T00:00:00,Contratação de Oficineira para execução de oficinas do PAIF E SCFV,2170.4,2170.4,87612982000150,MUNICIPIO DE ROQUE GONZALES
95778056000188-2-000460/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T04:00:22,2026-06-21T00:00:00,2026-05-21T00:00:00,ELETRODOMÉSTICOS E CORRELATOS - LEI 14.133/2021,134.0,134.0,95778056000188,MUNICIPIO DE COCAL DO SUL
83102293000145-2-001180/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T04:02:46,2026-06-21T00:00:00,2026-05-19T00:00:00,COMPUTADORES - LEI 14.133/2021,7725.32,7725.32,83102293000145,MUNICIPIO DE CAMBORIU
02073207000111-2-000641/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T04:02:48,2026-06-06T00:00:00,2026-05-21T00:00:00,"MEDICAMENTOS, SUPLEMENTOS ALIMENTARES E CORRELATOS - LEI 14.133/2021",675.066,675.066,02073207000111,FUNDO MUNICIPAL DA SAUDE
82804212000196-2-000459/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T04:04:00,2026-06-06T00:00:00,2026-05-22T00:00:00,MATERIAIS AMBULATORIAIS E INSUMOS HOSPITALARES - LEI 14.133/2021,265.0,265.0,82804212000196,MUNICIPIO DE AGUAS DE CHAPECO
83755850000127-2-000337/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T04:04:05,2026-06-06T00:00:00,2026-05-22T00:00:00,FRALDAS GERIÁTRICAS E INFANTIS - LEI 14.133/2021,400.89,400.89,83755850000127,MUNICIPIO DE PONTE ALTA
93845519000151-2-000039/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T04:04:55,2026-12-31T00:00:00,2026-05-22T00:00:00,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA FORNECIMENTO E INSTALAÇÃO DE CORRIMÃOS NAS RAMPAS DA UNIDADE BÁSICA DE SAÚDE DE CAMPO ALEGRE, NO MUNICÍPIO DE PORTO MAUÁ/RS, DESTINADO EXCLUSIVAMENTE A BENEFICIÁRIOS DA LEI COMPLEMENTAR 123/2006",15999.9,15999.9,93845519000151,MUNICIPIO DE PORTO MAUA
92465210000173-2-000210/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T04:08:08,2026-06-30T00:00:00,2026-05-22T00:00:00,"Aquisição de eletrodomésticos, utensílios domésticos, mobiliário e equipamentos para secretarias e departamentos. O processo Licitatório é exclusivo às Empresas beneficiárias da LC Nº 123/2006.",3380.0,3380.0,92465210000173,MUNICIPIO DE DOUTOR MAURICIO CARDOSO
92465210000173-2-000211/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T04:08:12,2026-06-30T00:00:00,2026-05-22T00:00:00,"Aquisição de eletrodomésticos, utensílios domésticos, mobiliário e equipamentos para secretarias e departamentos. O processo Licitatório é exclusivo às Empresas beneficiárias da LC Nº 123/2006.",4996.0,4996.0,92465210000173,MUNICIPIO DE DOUTOR MAURICIO CARDOSO
92465210000173-2-000212/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T04:08:16,2026-06-30T00:00:00,2026-05-22T00:00:00,"Aquisição de eletrodomésticos, utensílios domésticos, mobiliário e equipamentos para secretarias e departamentos. O processo Licitatório é exclusivo às Empresas beneficiárias da LC Nº 123/2006.",560.0,560.0,92465210000173,MUNICIPIO DE DOUTOR MAURICIO CARDOSO
83102830000157-2-000892/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T04:09:01,2026-06-21T00:00:00,2026-05-21T00:00:00,ELETRODOMÉSTICOS E CORRELATOS - LEI 14.133/2021,320.0,320.0,83102830000157,MUNICIPIO DE BARRA VELHA
95992020000100-2-000471/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T04:09:02,2026-06-21T00:00:00,2026-05-21T00:00:00,PNEUS E CORRELATOS - LEI 14.133/2021,1811.8,1811.8,95992020000100,MUNICIPIO DE MACIEIRA
92465210000173-2-000206/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T04:06:33,2026-06-15T00:00:00,2026-05-13T00:00:00,"Contratação de empresa especializada para instalação da parte elétrica das câmeras de segurança do sistema de videomonitoramento, com fornecimento de material.",14186.8,14186.8,92465210000173,MUNICIPIO DE DOUTOR MAURICIO CARDOSO
92465210000173-2-000207/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T04:06:38,2027-09-30T00:00:00,2026-05-20T00:00:00,Credenciamento de pessoas físicas para extração de cascalho em imóvel rural de propriedade particular.,11000.0,11000.0,92465210000173,MUNICIPIO DE DOUTOR MAURICIO CARDOSO
83102228000110-2-000610/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T04:07:40,2026-06-06T00:00:00,2026-05-19T00:00:00,MATERIAIS PARA HIGIENIZAÇÃO E LIMPEZA - LEI 14.133/2021,2108.0,2108.0,83102228000110,MUNICIPIO DE ARAQUARI
92465210000173-2-000213/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T04:08:27,2026-06-30T00:00:00,2026-05-22T00:00:00,"Aquisição de eletrodomésticos, utensílios domésticos, mobiliário e equipamentos para secretarias e departamentos. O processo Licitatório é exclusivo às Empresas beneficiárias da LC Nº 123/2006.",1719.0,1719.0,92465210000173,MUNICIPIO DE DOUTOR MAURICIO CARDOSO
10459525000143-2-000452/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T04:10:19,2026-06-21T00:00:00,2026-05-19T00:00:00,COMPUTADORES - LEI 14.133/2021,4963.04,4963.04,10459525000143,FUNDO MUNICIPAL DE SAUDE
10459525000143-2-000453/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T04:10:20,2026-06-21T00:00:00,2026-05-19T00:00:00,COMPUTADORES - LEI 14.133/2021,19313.3,19313.3,10459525000143,FUNDO MUNICIPAL DE SAUDE
01613101000109-2-000218/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T04:05:17,2026-06-06T00:00:00,2026-05-22T00:00:00,PRODUTOS SANEANTES - LEI 14.133/2021,146.88,146.88,01613101000109,MUNICIPIO DE SAO PEDRO DE ALCANTARA
92465210000173-2-000209/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T04:08:03,2026-06-30T00:00:00,2026-05-22T00:00:00,"Aquisição de eletrodomésticos, utensílios domésticos, mobiliário e equipamentos para secretarias e departamentos. O processo Licitatório é exclusivo às Empresas beneficiárias da LC Nº 123/2006.",5086.8,5086.8,92465210000173,MUNICIPIO DE DOUTOR MAURICIO CARDOSO
01746653000187-2-000565/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T04:10:18,2026-06-06T00:00:00,2026-05-22T00:00:00,FÓRMULAS E SUPLEMENTOS ALIMENTARES - LEI 14.133/2021,3600.0,3600.0,01746653000187,FUNDO MUNICIPAL DA SAUDE
82821174000180-2-000795/2026,2026-05-30T12:03:20.110673+00:00,2026-05-23T04:10:20,2026-06-21T00:00:00,2026-05-22T00:00:00,CELULARES E SMARTPHONES - LEI 14.133/2021,673.0,673.0,82821174000180,MUNICIPIO DE SAO MIGUEL D'OESTE
